X.1,X,collar_id,masterID,x_,y_,t_,temp_c,fate,sl_,speed,julian,week,avg.bc,NDVI,total_precipitation
621,X21819.1.621,21819.1,R02M,20.0729503,14.897938,2017-02-16T05:00:08Z,22,mortality,0.00214173019075857,5.94925052988493e-7,46,7,5,1514,0
622,X21819.1.622,21819.1,R02M,20.0740817,14.8997565,2017-02-16T06:00:08Z,20,mortality,3.12929704581806e-5,8.62302850872984e-9,47,7,5,1514,0
623,X21819.1.623,21819.1,R02M,20.0740578,14.8997363,2017-02-16T07:00:37Z,20,mortality,0,0,47,7,5,1514,0
624,X21819.1.624,21819.1,R02M,20.0740578,14.8997363,2017-02-16T08:00:09Z,19,mortality,0,0,47,7,5,1514,0
625,X21819.1.625,21819.1,R02M,20.0740578,14.8997363,2017-02-16T09:00:09Z,18,mortality,1.75729906411248e-5,4.84504842600629e-9,47,7,5,1514,0
626,X21819.1.626,21819.1,R02M,20.0740753,14.8997347,2017-02-16T10:00:36Z,18,mortality,2.62142804593088e-4,7.33677034965262e-8,47,7,5,1514,0
627,X21819.1.627,21819.1,R02M,20.0743039,14.8996064,2017-02-16T11:00:09Z,17,mortality,2.90761156277142e-4,8.07445588106475e-8,47,7,5,1514,0
628,X21819.1.628,21819.1,R02M,20.0740468,14.8997422,2017-02-16T12:00:10Z,17,mortality,0.0114564907091999,3.15866851645985e-6,47,7,5,1514,0
629,X21819.1.629,21819.1,R02M,20.0826132,14.8921351,2017-02-16T13:00:37Z,18,mortality,0.00137037420437095,3.83643394280781e-7,47,7,5,1370,0
630,X21819.1.630,21819.1,R02M,20.0822093,14.8908256,2017-02-16T14:00:09Z,23,mortality,9.41022847755057e-5,2.61322645863665e-8,47,7,5,1382,0
631,X21819.1.631,21819.1,R02M,20.0821233,14.8908638,2017-02-16T15:00:10Z,25,mortality,9.86505448553441e-5,2.73953193155635e-8,47,7,5,1382,0
632,X21819.1.632,21819.1,R02M,20.082214,14.8909026,2017-02-16T16:00:11Z,31,mortality,0.00392528445466017,1.08253845964153e-6,47,7,5,1382,0
633,X21819.1.633,21819.1,R02M,20.0842402,14.8942645,2017-02-16T17:00:37Z,30,mortality,0.00248078967468188,6.94509987312956e-7,47,7,5,1411,0
634,X21819.1.634,21819.1,R02M,20.0818247,14.8936991,2017-02-16T18:00:09Z,33,mortality,0.0082764959330618,2.29902664807272e-6,47,7,5,1395,1.8626451e-9
635,X21819.1.635,21819.1,R02M,20.075118,14.8985489,2017-02-16T19:00:09Z,34,mortality,0.0106292978441657,2.95176280037927e-6,47,7,5,1506,1.8626451e-9
636,X21819.1.636,21819.1,R02M,20.0822851,14.8906994,2017-02-16T20:00:10Z,32,mortality,0.00663069417557472,1.82814838036248e-6,47,7,5,1382,1.8626451e-9
637,X21819.1.637,21819.1,R02M,20.0762781,14.8935069,2017-02-16T21:00:37Z,34,mortality,0.00344985772605298,9.57761722946413e-7,47,7,5,1427,1.8626451e-9
638,X21819.1.638,21819.1,R02M,20.0728898,14.8941557,2017-02-16T22:00:39Z,32,mortality,0.00410396782760204,1.14989291891343e-6,47,7,5,1481,1.8626451e-9
639,X21819.1.639,21819.1,R02M,20.0727391,14.8982569,2017-02-16T23:00:08Z,28,mortality,0.00299192301037185,8.30858930955804e-7,47,7,5,1514,1.8626451e-9
640,X21819.1.640,21819.1,R02M,20.06999,14.8970762,2017-02-17T00:00:09Z,26,mortality,0.00202497755543121,5.57845056592619e-7,47,7,5,1495,1.8626451e-9
641,X21819.1.641,21819.1,R02M,20.0700941,14.8950539,2017-02-17T01:00:39Z,25,mortality,4.1314646312862e-5,1.15759726289891e-8,47,7,5,1481,1.8626451e-9
642,X21819.1.642,21819.1,R02M,20.0700528,14.8950528,2017-02-17T02:00:08Z,24,mortality,1.58455040941071e-5,4.40030660763874e-9,47,7,5,1481,1.8626451e-9
643,X21819.1.643,21819.1,R02M,20.070037,14.8950516,2017-02-17T03:00:09Z,22,mortality,3.3513185464803e-4,9.30921818466751e-8,47,7,5,1481,1.8626451e-9
644,X21819.1.644,21819.1,R02M,20.0700276,14.8953866,2017-02-17T04:00:09Z,22,mortality,4.07674195895905e-4,1.12306941018156e-7,47,7,5,1481,1.8626451e-9
645,X21819.1.645,21819.1,R02M,20.0699416,14.8949881,2017-02-17T05:00:39Z,21,mortality,1.59831160924977e-5,4.47831776197751e-9,47,7,5,1481,1.8626451e-9
646,X21819.1.646,21819.1,R02M,20.0699527,14.8949996,2017-02-17T06:00:08Z,20,mortality,2.26920691005587e-5,6.30335252793297e-9,48,7,5,1481,1.8626451e-9
647,X21819.1.647,21819.1,R02M,20.0699464,14.8949778,2017-02-17T07:00:08Z,20,mortality,3.11604637320926e-4,8.65328068094767e-8,48,7,5,1481,1.8626451e-9
648,X21819.1.648,21819.1,R02M,20.0699447,14.8946662,2017-02-17T08:00:09Z,20,mortality,3.3941415704088e-4,9.35025226007934e-8,48,7,5,1481,1.8626451e-9
649,X21819.1.649,21819.1,R02M,20.0699416,14.8950056,2017-02-17T09:00:39Z,19,mortality,1.74999999984493e-5,4.90196078387936e-9,48,7,5,1481,1.8626451e-9
650,X21819.1.650,21819.1,R02M,20.0699416,14.8949881,2017-02-17T10:00:09Z,18,mortality,1.7473408368899e-5,4.85507317835481e-9,48,7,5,1481,1.8626451e-9
651,X21819.1.651,21819.1,R02M,20.0699242,14.8949897,2017-02-17T11:00:08Z,17,mortality,7.76659513567658e-6,2.15738753768794e-9,48,7,5,1481,1.8626451e-9
652,X21819.1.652,21819.1,R02M,20.0699178,14.8949853,2017-02-17T12:00:08Z,17,mortality,5.13053681401207e-4,1.41298177196697e-7,48,7,5,1481,1.8626451e-9
653,X21819.1.653,21819.1,R02M,20.0697036,14.8954515,2017-02-17T13:00:39Z,19,mortality,4.98478133922626e-4,1.39668852317911e-7,48,7,5,1481,1.8626451e-9
654,X21819.1.654,21819.1,R02M,20.0699114,14.8949984,2017-02-17T14:00:08Z,29,mortality,1.75729906411248e-5,4.88138628920134e-9,48,7,5,1481,1.8626451e-9
655,X21819.1.655,21819.1,R02M,20.0699289,14.8949968,2017-02-17T15:00:08Z,32,mortality,0.00319069381953368,8.86303838759356e-7,48,7,5,1481,1.8626451e-9
656,X21819.1.656,21819.1,R02M,20.0686088,14.8979016,2017-02-17T16:00:08Z,27,mortality,0.00103782243182539,2.85822757319027e-7,48,7,5,1532,1.8626451e-9
657,X21819.1.657,21819.1,R02M,20.0675846,14.897734,2017-02-17T17:00:39Z,33,mortality,0.00171515266376008,4.80704221905853e-7,48,7,5,1495,1.8626451e-9
658,X21819.1.658,21819.1,R02M,20.0691601,14.8984119,2017-02-17T18:00:07Z,32,mortality,0.001084369166841,3.01130010230769e-7,48,7,5,1532,4.2840838e-8
659,X21819.1.659,21819.1,R02M,20.0696408,14.8974399,2017-02-17T19:00:08Z,34,mortality,4.56518400506631e-4,1.26810666807398e-7,48,7,5,1495,4.2840838e-8
660,X21819.1.660,21819.1,R02M,20.070044,14.8972258,2017-02-17T20:00:08Z,38,mortality,4.58330644840244e-4,1.26227112321742e-7,48,7,5,1495,4.2840838e-8
661,X21819.1.661,21819.1,R02M,20.0696643,14.8969691,2017-02-17T21:00:39Z,34,mortality,0.00321832595614398,9.01491864466101e-7,48,7,5,1495,4.2840838e-8
662,X21819.1.662,21819.1,R02M,20.0679073,14.8942727,2017-02-17T22:00:09Z,31,mortality,1.60286150367867e-4,4.41559642886686e-8,48,7,5,1504,4.2840838e-8
663,X21819.1.663,21819.1,R02M,20.0680644,14.8942409,2017-02-17T23:00:39Z,29,mortality,7.9282238237806e-4,2.22141323165609e-7,48,7,5,1504,4.2840838e-8
664,X21819.1.664,21819.1,R02M,20.0687727,14.8945971,2017-02-18T00:00:08Z,25,mortality,0.00122519317660549,3.40331437945969e-7,48,7,5,1504,4.2840838e-8
665,X21819.1.665,21819.1,R02M,20.0699353,14.8949837,2017-02-18T01:00:08Z,25,mortality,1.25706006203998e-5,3.48989467529145e-9,48,7,5,1481,4.2840838e-8
666,X21819.1.666,21819.1,R02M,20.0699464,14.8949778,2017-02-18T02:00:10Z,23,mortality,2.26920691005587e-5,6.25298128976542e-9,48,7,5,1481,4.2840838e-8
667,X21819.1.667,21819.1,R02M,20.0699527,14.8949996,2017-02-18T03:00:39Z,22,mortality,0,0,48,7,5,1481,4.2840838e-8
668,X21819.1.668,21819.1,R02M,20.0699527,14.8949996,2017-02-18T04:00:08Z,21,mortality,3.01705154108389e-5,8.37837139984418e-9,48,7,5,1481,4.2840838e-8
669,X21819.1.669,21819.1,R02M,20.0699242,14.8949897,2017-02-18T05:00:09Z,20,mortality,1.2617844508886e-5,3.50593067765656e-9,48,7,5,1481,4.2840838e-8
670,X21819.1.670,21819.1,R02M,20.0699353,14.8949837,2017-02-18T06:00:08Z,19,mortality,1.48705917838511e-4,4.09545353452247e-8,49,7,5,1481,4.2840838e-8
671,X21819.1.671,21819.1,R02M,20.0700481,14.8950806,2017-02-18T07:00:39Z,18,mortality,3.98177096269797e-5,1.11565451462538e-8,49,7,5,1481,4.2840838e-8
672,X21819.1.672,21819.1,R02M,20.0700417,14.8950413,2017-02-18T08:00:08Z,17,mortality,6.05085944293617e-5,1.67986103357473e-8,49,7,5,1481,4.2840838e-8
673,X21819.1.673,21819.1,R02M,20.0700957,14.8950686,2017-02-18T09:00:10Z,16,mortality,1.59138304628454e-5,4.41805398746403e-9,49,7,5,1481,4.2840838e-8
674,X21819.1.674,21819.1,R02M,20.0700847,14.8950571,2017-02-18T10:00:12Z,15,mortality,3.2002812375158e-5,8.82349389996086e-9,49,7,5,1481,4.2840838e-8
675,X21819.1.675,21819.1,R02M,20.0700544,14.8950674,2017-02-18T11:00:39Z,14,mortality,2.99406646552888e-4,8.38674079980078e-8,49,7,5,1481,4.2840838e-8
676,X21819.1.676,21819.1,R02M,20.0698497,14.8952859,2017-02-18T12:00:09Z,14,mortality,0.00710809115374834,1.97501838114708e-6,49,7,5,1481,4.2840838e-8
677,X21819.1.677,21819.1,R02M,20.0755849,14.8910868,2017-02-18T13:00:08Z,16,mortality,0.00649897202409853,1.80476868206013e-6,49,7,5,1412,4.2840838e-8
678,X21819.1.678,21819.1,R02M,20.082079,14.8908352,2017-02-18T14:00:09Z,21,mortality,1.03288527919234e-4,2.8454139922654e-8,49,7,5,1382,4.2840838e-8
679,X21819.1.679,21819.1,R02M,20.0821774,14.8908038,2017-02-18T15:00:39Z,24,mortality,9.76623776078752e-5,2.69116499332806e-8,49,7,5,1382,4.2840838e-8
680,X21819.1.680,21819.1,R02M,20.0821361,14.8907153,2017-02-18T16:01:08Z,29,mortality,2.72345167020847e-4,7.68902221967384e-8,49,7,5,1382,4.2840838e-8
681,X21819.1.681,21819.1,R02M,20.0822519,14.8909618,2017-02-18T17:00:10Z,30,mortality,0.00430283415553004,1.19589609658978e-6,49,7,5,1382,4.2840838e-8
682,X21819.1.682,21819.1,R02M,20.0806958,14.8869502,2017-02-18T18:00:08Z,33,mortality,0.00462113490497526,1.26675847175857e-6,49,7,5,1395,0
683,X21819.1.683,21819.1,R02M,20.0853163,14.8868736,2017-02-18T19:00:56Z,34,mortality,0.00506267117833934,1.42530157047842e-6,49,7,5,1352,0
684,X21819.1.684,21819.1,R02M,20.0821502,14.8908241,2017-02-18T20:00:08Z,36,mortality,0.00959713915549995,2.66513167328519e-6,49,7,5,1382,0
685,X21819.1.685,21819.1,R02M,20.0748568,14.897062,2017-02-18T21:00:09Z,35,mortality,4.51420258740597e-4,1.24392465897106e-7,49,7,5,1469,0
686,X21819.1.686,21819.1,R02M,20.0752093,14.89678,2017-02-18T22:00:38Z,33,mortality,0.00446929697603462,1.24112662483605e-6,49,7,5,1469,0
687,X21819.1.687,21819.1,R02M,20.0759108,14.8923661,2017-02-18T23:00:39Z,30,mortality,0.00646270372908914,1.81180368070904e-6,49,7,5,1412,0
688,X21819.1.688,21819.1,R02M,20.0700383,14.8950643,2017-02-19T00:00:06Z,25,mortality,4.33041568444594e-5,1.20222534271125e-8,49,7,5,1481,0
689,X21819.1.689,21819.1,R02M,20.0700638,14.8950293,2017-02-19T01:00:08Z,23,mortality,1.75000000002257e-5,4.86246179500574e-9,49,7,5,1481,0
690,X21819.1.690,21819.1,R02M,20.0700638,14.8950468,2017-02-19T02:00:07Z,22,mortality,7.76659513567658e-6,2.13837971797263e-9,49,7,5,1481,0
691,X21819.1.691,21819.1,R02M,20.0700702,14.8950512,2017-02-19T03:00:39Z,21,mortality,2.57635401299719e-5,7.21869995235972e-9,49,7,5,1481,0
692,X21819.1.692,21819.1,R02M,20.0700528,14.8950702,2017-02-19T04:00:08Z,20,mortality,0.00126462567188804,3.51284908857789e-7,49,7,5,1481,0
693,X21819.1.693,21819.1,R02M,20.0693743,14.894003,2017-02-19T05:00:08Z,19,mortality,9.60587970983382e-4,2.66829991939828e-7,49,7,5,1504,0
694,X21819.1.694,21819.1,R02M,20.0699813,14.8947475,2017-02-19T06:00:08Z,18,mortality,1.13216606558665e-5,3.11805581268699e-9,50,8,6,1481,0
695,X21819.1.695,21819.1,R02M,20.069986,14.8947372,2017-02-19T07:00:39Z,18,mortality,3.68401954398573e-5,1.03222738693912e-8,50,8,6,1481,0
696,X21819.1.696,21819.1,R02M,20.0699638,14.8947666,2017-02-19T08:00:08Z,17,mortality,3.26410355227626e-4,9.06191991192742e-8,50,8,6,1481,0
697,X21819.1.697,21819.1,R02M,20.0700672,14.8950762,2017-02-19T09:00:10Z,17,mortality,4.85324633625191e-5,1.3481239822922e-8,50,8,6,1481,0
698,X21819.1.698,21819.1,R02M,20.0701004,14.8950408,2017-02-19T10:00:10Z,16,mortality,5.25198057879591e-5,1.4472252903819e-8,50,8,6,1481,0
699,X21819.1.699,21819.1,R02M,20.0700481,14.8950456,2017-02-19T11:00:39Z,15,mortality,1.2617844508886e-5,3.53738281718137e-9,50,8,6,1481,0
700,X21819.1.700,21819.1,R02M,20.070037,14.8950516,2017-02-19T12:00:06Z,15,mortality,3.00705071457869e-4,8.34596368187257e-8,50,8,6,1481,0
701,X21819.1.701,21819.1,R02M,20.0698147,14.8952541,2017-02-19T13:00:09Z,19,mortality,0.00129556599600214,3.59879443333929e-7,50,8,6,1481,0
702,X21819.1.702,21819.1,R02M,20.0687314,14.8945435,2017-02-19T14:00:09Z,24,mortality,8.21185642837438e-4,2.26221940175603e-7,50,8,6,1504,0
703,X21819.1.703,21819.1,R02M,20.0679533,14.894281,2017-02-19T15:00:39Z,31,mortality,8.96528861768813e-5,2.51128532708351e-8,50,8,6,1504,0
704,X21819.1.704,21819.1,R02M,20.0678643,14.8942918,2017-02-19T16:00:09Z,33,mortality,0.00232855200070869,6.47179544388186e-7,50,8,6,1504,0
705,X21819.1.705,21819.1,R02M,20.0667202,14.8963199,2017-02-19T17:00:07Z,34,mortality,1.69879957614862e-4,4.67859976906807e-8,50,8,6,1497,0
706,X21819.1.706,21819.1,R02M,20.066555,14.8962803,2017-02-19T18:00:38Z,31,mortality,0.00142688160686193,3.99574798897209e-7,50,8,6,1497,0
707,X21819.1.707,21819.1,R02M,20.0651544,14.8960077,2017-02-19T19:00:09Z,33,mortality,2.30131831783117e-4,6.39255088286436e-8,50,8,6,1497,0
708,X21819.1.708,21819.1,R02M,20.0650289,14.8958148,2017-02-19T20:00:09Z,37,mortality,0.00307327526427458,8.46632304207873e-7,50,8,6,1497,0
709,X21819.1.709,21819.1,R02M,20.0654048,14.898865,2017-02-19T21:00:39Z,36,mortality,0.00150349916195447,4.21266226381192e-7,50,8,6,1519,0
710,X21819.1.710,21819.1,R02M,20.0660325,14.9002312,2017-02-19T22:00:08Z,36,mortality,0.003031474296443,8.34886889684109e-7,50,8,6,1546,0
711,X21819.1.711,21819.1,R02M,20.0630645,14.8996141,2017-02-19T23:00:39Z,31,mortality,0.00499596532614106,1.39943006334483e-6,50,8,6,1574,0
712,X21819.1.712,21819.1,R02M,20.061378,14.8949114,2017-02-20T00:00:09Z,26,mortality,0.00123004595849003,3.41679432913898e-7,50,8,6,1589,0
713,X21819.1.713,21819.1,R02M,20.0621939,14.8939909,2017-02-20T01:00:09Z,24,mortality,1.45361618041356e-5,4.03782272337099e-9,50,8,6,1589,0
714,X21819.1.714,21819.1,R02M,20.0622002,14.8939778,2017-02-20T02:00:09Z,23,mortality,1.45361618041356e-5,4.00445228764065e-9,50,8,6,1589,0
715,X21819.1.715,21819.1,R02M,20.0621939,14.8939909,2017-02-20T03:00:39Z,22,mortality,2.47645270498451e-4,6.93878594840154e-8,50,8,6,1589,0
716,X21819.1.716,21819.1,R02M,20.0620002,14.8938366,2017-02-20T04:00:08Z,20,mortality,2.42354884415284e-4,6.73021061969686e-8,50,8,6,1589,0
717,X21819.1.717,21819.1,R02M,20.0621844,14.8939941,2017-02-20T05:00:09Z,19,mortality,2.95670424632623e-5,8.21534939240407e-9,50,8,6,1589,0
718,X21819.1.718,21819.1,R02M,20.062213,14.8939866,2017-02-20T06:00:08Z,18,mortality,1.75641680686853e-5,4.83728120867123e-9,51,8,6,1589,0
719,X21819.1.719,21819.1,R02M,20.0621955,14.8939881,2017-02-20T07:00:39Z,17,mortality,4.52951432297918e-5,1.26877151904179e-8,51,8,6,1589,0
720,X21819.1.720,21819.1,R02M,20.0621542,14.8939695,2017-02-20T08:00:09Z,16,mortality,5.29555473982587e-5,1.47098742772941e-8,51,8,6,1589,0
721,X21819.1.721,21819.1,R02M,20.0622019,14.8939925,2017-02-20T09:00:09Z,16,mortality,1.75729906411248e-5,4.84237824224988e-9,51,8,6,1589,0
722,X21819.1.722,21819.1,R02M,20.0621844,14.8939941,2017-02-20T10:00:38Z,16,mortality,1.59138304641291e-5,4.45515970440344e-9,51,8,6,1589,0
723,X21819.1.723,21819.1,R02M,20.0621734,14.8939826,2017-02-20T11:00:10Z,15,mortality,1.59138304641291e-5,4.42296566540553e-9,51,8,6,1589,0
724,X21819.1.724,21819.1,R02M,20.0621844,14.8939941,2017-02-20T12:00:08Z,14,mortality,0.00110234039207482,3.03591405143161e-7,51,8,6,1589,0
725,X21819.1.725,21819.1,R02M,20.0631691,14.8944896,2017-02-20T13:00:39Z,18,mortality,0.00870284354105054,2.43777130001416e-6,51,8,6,1567,0
726,X21819.1.726,21819.1,R02M,20.071638,14.8924853,2017-02-20T14:00:09Z,23,mortality,0.00951587205515122,2.64403224649937e-6,51,8,6,1442,0
727,X21819.1.727,21819.1,R02M,20.0808496,14.8900982,2017-02-20T15:00:08Z,27,mortality,0.00135310195477009,3.75652958015016e-7,51,8,6,1382,0
728,X21819.1.728,21819.1,R02M,20.082099500000002,14.8906165,2017-02-20T16:00:10Z,31,mortality,5.2652255412332e-4,1.45087504580689e-7,51,8,6,1382,0
729,X21819.1.729,21819.1,R02M,20.0819505,14.8911215,2017-02-20T17:00:39Z,36,mortality,2.93928494705743e-4,8.2332911682281e-8,51,8,6,1370,0
730,X21819.1.730,21819.1,R02M,20.0820041,14.8908325,2017-02-20T18:00:09Z,37,mortality,3.28727561970899e-4,9.13385834873295e-8,51,8,6,1382,0
731,X21819.1.731,21819.1,R02M,20.0818632,14.8911295,2017-02-20T19:00:08Z,37,mortality,0.00378591338120608,1.0423770322704e-6,51,8,6,1370,0
732,X21819.1.732,21819.1,R02M,20.0841955,14.8941117,2017-02-20T20:00:40Z,38,mortality,0.00433584570874076,1.21520339370537e-6,51,8,6,1411,0
733,X21819.1.733,21819.1,R02M,20.081939,14.8904093,2017-02-20T21:00:08Z,37,mortality,0.00313957062669192,8.71618719237069e-7,51,8,6,1382,0
734,X21819.1.734,21819.1,R02M,20.0788334,14.8908699,2017-02-20T22:00:10Z,35,mortality,0.00840021546687891,2.31474661528766e-6,51,8,6,1336,0
735,X21819.1.735,21819.1,R02M,20.0731292,14.8970364,2017-02-20T23:00:39Z,32,mortality,0.00263412065972764,7.31496989649441e-7,51,8,6,1514,0
736,X21819.1.736,21819.1,R02M,20.0718535,14.899341,2017-02-21T00:00:40Z,28,mortality,0.00154897037092244,4.34128467186782e-7,51,8,6,1532,0
737,X21819.1.737,21819.1,R02M,20.0708115,14.8981949,2017-02-21T01:00:08Z,26,mortality,1.74734083653612e-5,4.85372454593366e-9,51,8,6,1532,0
738,X21819.1.738,21819.1,R02M,20.0708289,14.8981933,2017-02-21T02:00:08Z,25,mortality,7.76659513668294e-6,2.13896864133377e-9,51,8,6,1532,0
739,X21819.1.739,21819.1,R02M,20.0708225,14.8981889,2017-02-21T03:00:39Z,24,mortality,0.00136932712307885,3.83672491756472e-7,51,8,6,1532,0
740,X21819.1.740,21819.1,R02M,20.0701259,14.8993678,2017-02-21T04:00:08Z,22,mortality,0.00959643081827821,2.6656752272995e-6,51,8,6,1532,0
741,X21819.1.741,21819.1,R02M,20.0621781,14.8939897,2017-02-21T05:00:08Z,21,mortality,1.74734083690616e-5,4.85372454696156e-9,51,8,6,1589,0
742,X21819.1.742,21819.1,R02M,20.0621955,14.8939881,2017-02-21T06:00:08Z,20,mortality,1.74734083690616e-5,4.81228542249012e-9,52,8,6,1589,0
743,X21819.1.743,21819.1,R02M,20.0621781,14.8939897,2017-02-21T07:00:39Z,19,mortality,0,0,52,8,6,1589,0
744,X21819.1.744,21819.1,R02M,20.0621781,14.8939897,2017-02-21T08:00:08Z,18,mortality,3.74641161645285e-5,1.04009206453438e-8,52,8,6,1589,0
745,X21819.1.745,21819.1,R02M,20.0621861,14.8940263,2017-02-21T09:00:10Z,19,mortality,3.22448445489838e-5,8.88777413147294e-9,52,8,6,1589,0
746,X21819.1.746,21819.1,R02M,20.0621844,14.8939941,2017-02-21T10:00:38Z,19,mortality,2.26920690995724e-5,6.35454189290741e-9,52,8,6,1589,0
747,X21819.1.747,21819.1,R02M,20.0621781,14.8939723,2017-02-21T11:00:09Z,18,mortality,6.70887546463242e-4,1.86357651795345e-7,52,8,6,1589,0
748,X21819.1.748,21819.1,R02M,20.062218,14.894642,2017-02-21T12:00:09Z,18,mortality,0.00571874039452497,1.57541057700412e-6,52,8,6,1589,0
749,X21819.1.749,21819.1,R02M,20.0679247,14.8942711,2017-02-21T13:00:39Z,20,mortality,0.00381234725858091,1.06788438615712e-6,52,8,6,1504,0
750,X21819.1.750,21819.1,R02M,20.0695488,14.8977202,2017-02-21T14:00:09Z,25,mortality,0.00238413920105338,6.62260889181494e-7,52,8,6,1495,0
751,X21819.1.751,21819.1,R02M,20.071921,14.8974819,2017-02-21T15:00:09Z,28,mortality,0.0122354938441422,3.39780445546853e-6,52,8,6,1495,0
752,X21819.1.752,21819.1,R02M,20.0821025,14.8906963,2017-02-21T16:00:10Z,31,mortality,6.17981391294407e-5,1.70289719287519e-8,52,8,6,1382,0
753,X21819.1.753,21819.1,R02M,20.0821535,14.8907312,2017-02-21T17:00:39Z,33,mortality,7.50317266235015e-5,2.1029071363089e-8,52,8,6,1382,0
754,X21819.1.754,21819.1,R02M,20.0821059,14.8906732,2017-02-21T18:00:07Z,35,mortality,0.00139193820624201,3.86434815725156e-7,52,8,6,1382,0
755,X21819.1.755,21819.1,R02M,20.081375,14.8894886,2017-02-21T19:00:09Z,37,mortality,0.00142174403462638,3.94819226499967e-7,52,8,6,1382,0
756,X21819.1.756,21819.1,R02M,20.0821297,14.8906935,2017-02-21T20:00:10Z,36,mortality,0.00168836109881635,4.6524141604198e-7,52,8,6,1382,0
757,X21819.1.757,21819.1,R02M,20.0812065,14.8892799,2017-02-21T21:00:39Z,37,mortality,5.82473527295901e-4,1.63203566067778e-7,52,8,6,1382,0
758,X21819.1.758,21819.1,R02M,20.080665,14.8890653,2017-02-21T22:00:08Z,34,mortality,0.00500896687351708,1.37950065368138e-6,52,8,6,1382,0
759,X21819.1.759,21819.1,R02M,20.0757033,14.8897518,2017-02-21T23:00:39Z,31,mortality,0.00728542533281518,2.04130718207206e-6,52,8,6,1375,0
760,X21819.1.760,21819.1,R02M,20.0694885,14.8935536,2017-02-22T00:00:08Z,27,mortality,7.58522992399101e-4,2.10642319466565e-7,52,8,6,1481,0
761,X21819.1.761,21819.1,R02M,20.0688372,14.8931648,2017-02-22T01:00:09Z,26,mortality,1.59831160924977e-5,4.44098807793769e-9,52,8,6,1454,0
762,X21819.1.762,21819.1,R02M,20.0688261,14.8931533,2017-02-22T02:00:08Z,24,mortality,1.54767567667349e-5,4.26239514368903e-9,52,8,6,1454,0
763,X21819.1.763,21819.1,R02M,20.0688389,14.893162,2017-02-22T03:00:39Z,23,mortality,7.93719427757567e-4,2.22392666785533e-7,52,8,6,1454,0
764,X21819.1.764,21819.1,R02M,20.0685576,14.8924198,2017-02-22T04:00:08Z,23,mortality,0.00290594543135105,8.06982902346863e-7,52,8,6,1454,0
765,X21819.1.765,21819.1,R02M,20.0656678,14.8927257,2017-02-22T05:00:09Z,22,mortality,1.14127122118634e-5,3.17019783662873e-9,52,8,6,1470,0
766,X21819.1.766,21819.1,R02M,20.0656631,14.8927361,2017-02-22T06:00:09Z,20,mortality,4.33609271112267e-5,1.1945158983809e-8,53,8,6,1470,0
767,X21819.1.767,21819.1,R02M,20.0656487,14.8926952,2017-02-22T07:00:39Z,19,mortality,1.53941547344087e-5,4.3132963671641e-9,53,8,6,1470,0
768,X21819.1.768,21819.1,R02M,20.0656614,14.8927039,2017-02-22T08:00:08Z,19,mortality,0,0,53,8,6,1470,0
769,X21819.1.769,21819.1,R02M,20.0656614,14.8927039,2017-02-22T09:00:08Z,19,mortality,1.75729906411248e-5,4.88274260659206e-9,53,8,6,1470,0
770,X21819.1.770,21819.1,R02M,20.0656789,14.8927023,2017-02-22T10:00:07Z,18,mortality,3.50463978205821e-5,9.64933860698847e-9,53,8,6,1470,0
771,X21819.1.771,21819.1,R02M,20.065644,14.8927055,2017-02-22T11:00:39Z,18,mortality,5.76502810051399e-4,1.61485380966778e-7,53,8,6,1470,0
772,X21819.1.772,21819.1,R02M,20.0650675,14.8927037,2017-02-22T12:00:09Z,17,mortality,0.0169949773103692,4.71951605397646e-6,53,8,6,1470,0
773,X21819.1.773,21819.1,R02M,20.0819568,14.8908114,2017-02-22T13:00:10Z,21,mortality,1.71297402197115e-4,4.7582611721421e-8,53,8,6,1382,0
774,X21819.1.774,21819.1,R02M,20.0821062,14.8907276,2017-02-22T14:00:10Z,25,mortality,1.19785516653538e-4,3.30078579921572e-8,53,8,6,1382,0
775,X21819.1.775,21819.1,R02M,20.0822123,14.8907832,2017-02-22T15:00:39Z,29,mortality,4.21743678077698e-4,1.18069338767553e-7,53,8,6,1382,0
776,X21819.1.776,21819.1,R02M,20.082034,14.890401,2017-02-22T16:00:11Z,31,mortality,5.14970338951019e-4,7.15435313908056e-8,53,8,6,1382,0
777,X21819.1.777,21819.1,R02M,20.0822251,14.8908792,2017-02-22T18:00:09Z,37,mortality,1.65670154222503e-4,4.5930178603411e-8,53,8,6,1382,0
778,X21819.1.778,21819.1,R02M,20.0820743,14.8908106,2017-02-22T19:00:16Z,39,mortality,4.20778575974685e-4,1.16237175683615e-7,53,8,6,1382,0
779,X21819.1.779,21819.1,R02M,20.0820173,14.8912275,2017-02-22T20:00:36Z,35,mortality,0.00927491712523729,2.59510831707815e-6,53,8,6,1370,0
780,X21819.1.780,21819.1,R02M,20.0748125,14.8970683,2017-02-22T21:00:10Z,39,mortality,0.00662082886200858,1.83963013670702e-6,53,8,6,1469,0
781,X21819.1.781,21819.1,R02M,20.0681926,14.8971792,2017-02-22T22:00:09Z,35,mortality,0.00908644007078522,2.50315153465158e-6,53,8,6,1495,0
782,X21819.1.782,21819.1,R02M,20.0593916,14.8949196,2017-02-22T23:00:39Z,33,mortality,0.00101098831842994,2.8326935231996e-7,53,8,6,1528,0
